Region;Comuna;Establecimiento;Direccion
Region Metropolitana de Santiago;La Cisterna;Centro Odontologico Uno Salud Dental La Cisterna;Avenida Americo Vespucio, Local 312 al 315 33
Region Metropolitana de Santiago;Cerrillos;Centro Comunitario de Salud Familiar Buzeta;Avenida Carlos Valdovinos 3955
Region Metropolitana de Santiago;Conchali;Centro Comunitario de Salud Familiar Alberto Bachelet;Pasaje Cunaco 1424
Region Metropolitana de Santiago;San Joaquin;Centro Comunitario de Salud Familia Martin Henriquez;Calle Martin Henriquez 4537
Region Metropolitana de Santiago;Quinta Normal;Centro Comunitario de Salud Familiar Salud Plaza Mexico;Calle Huerfanos 4490
Region Metropolitana de Santiago;Providencia;Clinica de Cirugia y Estetica Edelweiss;Calle Calle Miguel Claro 996
Region Metropolitana de Santiago;Santiago;Centro Medico y Dental Matucana;Calle Matucana, Piso 2 727
Region Metropolitana de Santiago;Talagante;Centro Comunitario de Salud Familiar Villa Los Presidentes;Avenida Salvador Allende, Villa Los Presidentes 1100
Region Metropolitana de Santiago;Las Condes;Clinica Milano;Calle Estoril 645
Region Metropolitana de Santiago;Maipu;Laboratorio Vidaintegra;Avenida Los Pajaritos, Piso 6 1948
Region Metropolitana de Santiago;Providencia;Vacunatorio Mediclown;Calle Collypi 126
Region Metropolitana de Santiago;La Cisterna;Centro Comunitario de Salud Familiar Eduardo Frei Montalva;Calle Victoria 8396
Region Metropolitana de Santiago;San Miguel;Centro Comunitario de Salud Familiar Atacama;Calle Segunda Avenida 1462
Region Metropolitana de Santiago;Providencia;Centro Clinico Integral Las Lilas;Avenida Manuel Montt 427
Region Metropolitana de Santiago;Puente Alto;Centro de Referencia de Salud Hospital Provincia Cordillera;Calle Eyzaguirre 2061
Region Metropolitana de Santiago;Providencia;Centro Comunitario de Salud Familiar Andacollo;Calle Andacollo 1661
Region Metropolitana de Santiago;Talagante;Centro de Salud Esmeralda;Calle Esmeralda, Piso 2, Oficina 14 1062
Region Metropolitana de Santiago;Melipilla;Centro de Salud La Araucana Salud;Calle Libertad 592
Region Metropolitana de Santiago;Santiago;Centro de Salud La Araucana Salud;Calle Merced 472
Region Metropolitana de Santiago;Nunoa;Centro Comunitario de Salud Familiar Villa Olimpica;Avenida Salvador 1350
Region Metropolitana de Santiago;San Bernardo;Centro Clinico San Bernardo;Calle O'Higgins 237
Region Metropolitana de Santiago;Nunoa;Centro Medico y Dental ISP;Calle Marathon 1000
Region Metropolitana de Santiago;Vitacura;Clinica Psiquiatrica Mida;Avenida Geronimo de Alderete 1109
Region Metropolitana de Santiago;Santiago;Centro Medico y Dental Servicio de Bienestar MOP;Calle Morande 59
Region Metropolitana de Santiago;Lo Barnechea;Clinica MEDS La Dehesa;Avenida Jose Alcalde Delano 10581
Region Metropolitana de Santiago;Puente Alto;COSAM CEIF Puente Alto Norte;Avenida Concha y Toro 2531
Region Metropolitana de Santiago;Providencia;Clinica Vida Estetica;Avenida Eliodoro Yanez 1759
Region Metropolitana de Santiago;Santiago;Servicio Medicina Preventiva del Ejercito;Avenida Libertador Bernardo O'Higgins,Torre 3 Piso 9 1449
Region Metropolitana de Santiago;La Florida;Centro Comunitario de Salud Familiar Las Lomas;Avenida Jardin Alto 9057
Region Metropolitana de Santiago;Las Condes;Centro Medico Medicien;Avenida Americo Vespucio, of. 102, Piso 1 100
Region Metropolitana de Santiago;Providencia;Clinica Paris SpA;Avenida Los Leones 465
Region Metropolitana de Santiago;El Monte;Centro Comunitario de Salud Familiar Lo Chacon;Pasaje Los Platanos, Villa Los Alamos 3 124
Region Metropolitana de Santiago;Penalolen;Clinica Las Condes Penalolen;Avenida Los Presidentes 8950
Region Metropolitana de Santiago;San Miguel;Laboratorio Medicina Nuclear Bicentenario;Avenida Jose Miguel Carrera of. 102 - 103 y 104 3840
Region Metropolitana de Santiago;Maipu;Centro Medico Clinica Hospital Profesor;Calle Tristan Valdes 66
Region Metropolitana de Santiago;Talagante;SAR Oriente Maria Eugenia Torres;Pasaje Quemchi, Villa Monaco 1075
Region Metropolitana de Santiago;La Florida;Clinica Bupa Santiago;Avenida Departamental 1455
Region Metropolitana de Santiago;Las Condes;Clinica Psiquiatrica Creser;Calle Martin de Zamora 4602
Region Metropolitana de Santiago;Santiago;Laboratorio Clinico Metropolitano;Avenida Libertador Bernardo O'Higgins, Depto. 63 776
Region Metropolitana de Santiago;San Bernardo;Laboratorio Clinico Megasalud;Avenida America, Piso 1 654
Region Metropolitana de Santiago;Santiago;Laboratorio Clinico Omega;Calle Matucana, Piso 2 727
Region Metropolitana de Santiago;Macul;Consultorio Escuela de Suboficiales de Carabineros de Chile;Calle Rodrigo de Araya 2601
Region Metropolitana de Santiago;Nunoa;Centro Medico Irarrazaval Pontificia Universidad Catolica de Chile;Avenida Irarrazaval 4949
Region Metropolitana de Santiago;Providencia;Centro Medico y Dental Antonio Varas del Banco del Estado de Chile;Avenida Providencia 1722
Region Metropolitana de Santiago;Penalolen;Centro de Referencia de Salud Cordillera Oriente;Avenida Las Torres 5100
Region Metropolitana de Santiago;Providencia;Centro de Salud Familiar Dr. Hernan Alessandri;Calle Los Jesuitas 857
Region Metropolitana de Santiago;Providencia;Centro de Salud Familiar Dr. Alfonso Leng;Avenida Manuel Montt 303
Region Metropolitana de Santiago;Providencia;Centro de Salud Familiar Aguilucho;Calle El Aguilucho 3292
Region Metropolitana de Santiago;Las Condes;Centro de Salud Familiar Apoquindo;Calle Cerro Altar 6611
Region Metropolitana de Santiago;Las Condes;Centro de Salud Familiar Anibal Ariztia;Calle Paul Harris 1140
Region Metropolitana de Santiago;Lo Barnechea;Centro de Salud Familiar Lo Barnechea;Avenida El Rodeo 13533
Region Metropolitana de Santiago;Vitacura;Centro de Salud Familiar Vitacura;Calle Indiana 1195
Region Metropolitana de Santiago;Nunoa;Centro de Salud Familiar Rosita Renard;Calle Las Encinas 2801
Region Metropolitana de Santiago;Nunoa;Centro de Salud Familiar Salvador Bustos;Avenida Grecia 4369
Region Metropolitana de Santiago;Macul;Centro de Salud Familiar Felix de Amesti;Calle El Libano 5557
Region Metropolitana de Santiago;Macul;Centro de Salud Familiar Santa Julia;Calle Santa Julia 2309
Region Metropolitana de Santiago;Penalolen;Centro de Salud Familiar La Faena;Avenida Oriental 7250
Region Metropolitana de Santiago;Penalolen;Centro de Salud Familiar San Luis;Calle La Pradera 5370
Region Metropolitana de Santiago;Penalolen;Centro de Salud Familiar Carol Urzua Ibanez;Avenida Consistorial 1960
Region Metropolitana de Santiago;La Reina;Centro de Salud Familiar Ossandon;Calle Echenique 8419
Region Metropolitana de Santiago;Penalolen;Centro de Salud Familiar Lo Hermida;Calle Coronel Alejandro Sepulveda 6931
Region Metropolitana de Santiago;Macul;Centro de Salud Familiar Padre Alberto Hurtado;Calle Arturo Prat 4345
Region Metropolitana de Santiago;La Reina;Centro de Salud Familiar Juan Pablo II;Calle Parinacota 440
Region Metropolitana de Santiago;Penalolen;Centro de Salud Familiar Cardenal Silva Henriquez;Calle Rio Claro 1020
Region Metropolitana de Santiago;Penalolen;Centro de Salud Familiar Padre Gerardo Whelan;Avenida Litoral 5960
Region Metropolitana de Santiago;Macul;Centro Odontologico Macul;Calle Arturo Prat 4345
Region Metropolitana de Santiago;Lo Barnechea;Posta de Farellones;
Region Metropolitana de Santiago;Providencia;Centro Integramedica Barcelona;Calle Barcelona 2116
Region Metropolitana de Santiago;Providencia;Clinica Las Acacias;Avenida Salvador 537
Region Metropolitana de Santiago;Providencia;Clinica Mella;Calle Providencia 2608
Region Metropolitana de Santiago;Providencia;Centro Servicios Medicos Santa Maria;Avenida Santa Maria 410
Region Metropolitana de Santiago;Vitacura;Clinica Fundacion Medica San Cristobal;Calle Luis Pasteur 5292
Region Metropolitana de Santiago;Vitacura;Centro Oftalmologico Luis Pasteur;Calle Luis Pasteur 5917
Region Metropolitana de Santiago;Penalolen;Clinica Universidad de Chile Quilin;Calle Mar Tirreno 3349
Region Metropolitana de Santiago;Las Condes;Clinica Arauco Salud;
Region Metropolitana de Santiago;Macul;Centro Medico San Joaquin (CEDIUC);Avenida Vicuna 4686
Region Metropolitana de Santiago;Providencia;Clinica Astra Providencia;Calle Rancagua 701
Region Metropolitana de Santiago;Penalolen;Centro Asistencial AChS Egana;Calle Americo Vespucio 1476
Region Metropolitana de Santiago;La Reina;Centro Asistencial AChS La Reina;Avenida Jorge 50
Region Metropolitana de Santiago;Las Condes;Centro Asistencial AChS Las Condes;Avenida Kennedy 5413
Region Metropolitana de Santiago;Macul;Centro Medico Macul;Calle Macul 2555
Region Metropolitana de Santiago;Vitacura;Centro de Salud Mutual CChC las Tranqueras;Avenida Las Tranqueras 1327
Region Metropolitana de Santiago;Nunoa;Centro Medico y Dental Megasalud Nunoa;Avenida Irarrazaval 2303
Region Metropolitana de Santiago;Las Condes;Centro Medico y Dental Megasalud Kennedy;Avenida Kennedy 5735
Region Metropolitana de Santiago;Lo Barnechea;Centro Medico Clinica Santa Maria La Dehesa;Avenida La Dehesa 1445
Region Metropolitana de Santiago;Providencia;Clinica Los Coihues;Avenida Eliodoro Yanez 1215
Region Metropolitana de Santiago;Providencia;Centro Vida Integra;Avenida 11 de Septiembre 2350
Region Metropolitana de Santiago;Las Condes;Centro Integra Medica Manquehue;Avenida Manquehue 329
Region Metropolitana de Santiago;Lo Barnechea;Centro Medico Clinica Alemana (La Dehesa);Avenida El Rodeo 1908
Region Metropolitana de Santiago;Providencia;Clinica Las Lilas;Avenida Eliodoro Yanez 2087
Region Metropolitana de Santiago;Las Condes;Darvax Salud;Avenida Cristobal Colon 3018
Region Metropolitana de Santiago;La Reina;Hospital Militar de Santiago;Avenida Larrain 9100
Region Metropolitana de Santiago;La Reina;COSAM La Reina;Calle Quillahua 480
Region Metropolitana de Santiago;Macul;COSAM Macul;Calle Gregorio de la Fuente 3556
Region Metropolitana de Santiago;Nunoa;COSAM Nunoa;Calle Pichirangui 3650
Region Metropolitana de Santiago;Las Condes;COSAM Las Condes;Calle Enrique Foster Sur 153
Region Metropolitana de Santiago;Penalolen;COSAM Penalolen;Avenida Oriental 7250
Region Metropolitana de Santiago;Providencia;COSAM Provisam;Calle Manuel Montt 2051
Region Metropolitana de Santiago;Lo Barnechea;COSAM Lo Barnechea;Calle Padre Alfredo Arteaga 1873
Region Metropolitana de Santiago;Vitacura;COSAM Vitacura;Calle Indiana 1195
Region Metropolitana de Santiago;Lo Barnechea;Centro Comunitario de Salud Familiar Lo Barnechea;Calle Circunvalacion Norte 5040
Region Metropolitana de Santiago;Penalolen;Centro Comunitario de Salud Familiar General Carol Urzua Ibanez;Calle Nueva Vida 2087
Region Metropolitana de Santiago;La Reina;Centro Comunitario de Salud Familiar Dragones de La Reina;Calle Dragones de La Reina 616
Region Metropolitana de Santiago;Lo Barnechea;Centro Comunitario de Salud Familiar Bicentenario;Calle Getsemani 229
Region Metropolitana de Santiago;Las Condes;SAPU Anibal Ariztia;Calle La Escuela 1229
Region Metropolitana de Santiago;Lo Barnechea;SAPU Lo Barnechea;Avenida El Rodeo 13533
Region Metropolitana de Santiago;Nunoa;SAPU Rosita Renard;Calle Las Encinas 2801
Region Metropolitana de Santiago;Macul;SAPU Santa Julia;Calle Santa Julia 2309
Region Metropolitana de Santiago;Penalolen;SAPU La Faena;Avenida Los Orientales 7250
Region Metropolitana de Santiago;Penalolen;SAPU San Luis;Calle Los Cerezos 5556
Region Metropolitana de Santiago;Penalolen;SAPU Carol Urzua Ibanez;Avenida Consistorial 1960
Region Metropolitana de Santiago;Penalolen;SAPU Lo Hermida;Calle Litoral 5960
Region Metropolitana de Santiago;Nunoa;SAPU Centro de Urgencia Nunoa;Calle Juan Moya 1320
Region Metropolitana de Santiago;Providencia;Clinica Avansalud Providencia;Avenida Salvador 100
Region Metropolitana de Santiago;Providencia;Direccion Previsional de Carabineros de Chile;Calle Santa Beatriz 171
Region Metropolitana de Santiago;Providencia;Laboratorio Clinico Blanco;Avenida Salvador 31
Region Metropolitana de Santiago;Providencia;Quimica Clinica Especializada;Avenida Salvador 149
Region Metropolitana de Santiago;Providencia;Laboratorio Bionet;Avenida Vicuna Mackenna, Piso 3 4
Region Metropolitana de Santiago;Providencia;Bioanalisis Ltda.;Avenida Bustamante 32
Region Metropolitana de Santiago;Providencia;Dilab;Avenida Vicuna Mackenna, Piso 1 6
Region Metropolitana de Santiago;Providencia;Elsa;Avenida Italia 1056
Region Metropolitana de Santiago;Vitacura;San Cristobal;Calle Luis Pasteur 5292
Region Metropolitana de Santiago;Nunoa;Red-Lab;Calle Malaquias Concha 155
Region Metropolitana de Santiago;Las Condes;Instituto Oftalmologico Puerta del Sol;Calle Puerta del Sol 36
Region Metropolitana de Santiago;Las Condes;Centro de Diagnostico Integramedica Alto Las Condes;
Region Metropolitana de Santiago;Las Condes;Clinica Paris SpA;Calle Hernando de Magallanes 142
Region Metropolitana de Santiago;Las Condes;Centro Vida Integra de Las Condes;Avenida Apoquindo 3281
Region Metropolitana de Santiago;Nunoa;Centro Mater Esperanza Nueva Limitada;Calle Campo de Deporte 727
Region Metropolitana de Santiago;Providencia;Megasalud;Calle Salvador 100
Region Metropolitana de Santiago;La Reina;VidaIntegra;Avenida Ossa 345
Region Metropolitana de Santiago;Las Condes;VidaIntegra (El Bosque Norte);Calle Roger 2800
Region Metropolitana de Santiago;Las Condes;Integramedica Las Condes;Calle Neveria 4715
Region Metropolitana de Santiago;Maipu;Integramedica Maipu;Avenida Pajaritos 1790
Region Metropolitana de Santiago;Providencia;Clinica New Clinic;Calle Los Leones 1588
Region Metropolitana de Santiago;Nunoa;Centro Vida Integra de Nunoa;Avenida Pedro de Valdivia 3505
Region Metropolitana de Santiago;Providencia;Barnafi Krause Diagnostica;Avenida Andres Bello 1195
Region Metropolitana de Santiago;Providencia;Centro de Salud Mutual CChC Providencia;Calle Hernan Alessandri 620
Region Metropolitana de Santiago;Providencia;Centro de Salud Dial Medica;Calle Ricardo Lyon 396
Region Metropolitana de Santiago;Nunoa;Clinica Corporacion de Ayuda al Paciente Mental;Avenida Condell 1890
Region Metropolitana de Santiago;San Miguel;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Metropolitano Sur);Avenida Santa Rosa 3453
Region Metropolitana de Santiago;San Miguel;PRAIS (S.S Metropolitano Sur);Avenida Santa Rosa 3453
Region Metropolitana de Santiago;San Miguel;Hospital Barros Luco Trudeau (Santiago, San Miguel);Calle Gran Avenida Jose Miguel Carrera 3204
Region Metropolitana de Santiago;San Miguel;Hospital Dr. Exequiel Gonzalez Cortes (Santiago, San Miguel);Calle Salvador 364
Region Metropolitana de Santiago;Buin;Hospital San Luis (Buin);Calle Arturo Prat 240
Region Metropolitana de Santiago;San Miguel;Hospital de Enfermedades Infecciosas Dr. Lucio Cordova (Santiago, San Miguel);Calle Gran Avenida Jose Miguel Carrera 3204
Region Metropolitana de Santiago;Puente Alto;Hospital Psiquiatrico El Peral (Santiago, Puente Alto);Calle Camilo Henriquez 2451
Region Metropolitana de Santiago;San Bernardo;Hospital El Pino (Santiago, San Bernardo);Avenida Padre Hurtado 13560
Region Metropolitana de Santiago;San Bernardo;Centro de Referencia de Salud El Pino;Avenida Los Morros 13560
Region Metropolitana de Santiago;San Bernardo;Hospital Parroquial (San Bernardo) (D);Calle Libertador Bernardo O'Higgins 4
Region Metropolitana de Santiago;San Miguel;Clinica San Miguel;Calle Alvarez de Toledo 943
Region Metropolitana de Santiago;San Miguel;Clinica Psiquiatrica Nelly Vergara;Calle Curinanca 752
Region Metropolitana de Santiago;San Miguel;Centro Integramedica San Miguel;Calle El Llano Subercaseaux 3965
Region Metropolitana de Santiago;San Miguel;Centro Vida Integra de San Miguel;Calle Jose Miguel Carrera 6251
Region Metropolitana de Santiago;San Bernardo;Centro de Salud Mutual CChC San Bernardo;Calle Freire 339
Region Metropolitana de Santiago;San Bernardo;Clinica Santa Lucia;Calle Victoria 717
Region Metropolitana de Santiago;San Bernardo;Centro Vida Integra de San Bernardo;Calle Urmeneta 513
Region Metropolitana de Santiago;Lo Espejo;Centro de Salud Mutual CChC Lo Espejo;Avenida Lo Sierra 3200
Region Metropolitana de Santiago;San Joaquin;Clinica Santa Rosa;Calle Copacabana 493
Region Metropolitana de Santiago;San Bernardo;Clinica de Cirugia Plastica;Avenida Colon 321
Region Metropolitana de Santiago;La Cisterna;Clinica Santa Amalia;Calle General Freire 46
Region Metropolitana de Santiago;Buin;Centro Asistencial AChS Buin;Calle Condell 755
Region Metropolitana de Santiago;San Bernardo;Centro Asistencial AChS San Bernardo;Calle Eysaguirre 61
Region Metropolitana de Santiago;San Miguel;Centro Asistencial AChS San Miguel;Avenida Alcalde 970
Region Metropolitana de Santiago;Paine;Centro de Salud Mutual CChC Paine;
Region Metropolitana de Santiago;San Miguel;Clinica Astra San Miguel;Calle Gran Avenida 5681
Region Metropolitana de Santiago;San Bernardo;Clinica Astra San Bernardo;Calle O'Higgins 401
Region Metropolitana de Santiago;San Miguel;Centro Medico y Dental Megasalud Gran Avenida;Avenida Jose Miguel Carrera 5728
Region Metropolitana de Santiago;San Bernardo;Centro Medico y Dental Megasalud San Bernardo;Avenida America 654
Region Metropolitana de Santiago;Paine;Centro Asistencial AChS Paine;Avenida Presidente Prieto 128
Region Metropolitana de Santiago;El Bosque;Consultorio Tantauco;Calle General Tavarias 83
Region Metropolitana de Santiago;La Cisterna;Consultorio Prefectura Sur;Calle Gran Avenida 6868
Region Metropolitana de Santiago;San Miguel;Multimedica Ltda.;Calle Llano Subercaseaux 4005
Region Metropolitana de Santiago;San Miguel;San Nicolas;Avenida Jose Miguel Carrera 5018
Region Metropolitana de Santiago;San Bernardo;Macromedica;Calle O'Higgins 453
Region Metropolitana de Santiago;La Cisterna;Nefrolab;Calle Celia Zegers 141
Region Metropolitana de Santiago;San Bernardo;Radiologico y Laboratorio Santa Lucia;Calle Victoria 411
Region Metropolitana de Santiago;San Miguel;Centro de Salud Familiar Barros Luco;Calle Angel Guarello 1319
Region Metropolitana de Santiago;San Joaquin;Centro de Salud Familiar San Joaquin;Calle Francisca de Rimini 3223
