Región;Comuna;Establecimiento;Dirección
Region Metropolitana de Santiago;Vitacura;Clínica Lo Curro;Avenida Santa María 5950
Region Metropolitana de Santiago;Providencia;Centro CONIN Credes;Avenida Pedro de Valdivia 1880
Region Metropolitana de Santiago;Providencia;Hospital del Trabajador Santiago;Calle Ramón Carnicer 185
Region Metropolitana de Santiago;Providencia;Clínica Santa Rafaela;Calle Seminario 580
Region Metropolitana de Santiago;Providencia;Clínica Europa;Avenida Pedro de Valdivia 483
Region Metropolitana de Santiago;Las Condes;Hospital Dipreca Teniente Hernán Merino;Calle Vital Apoquindo 1200
Region Metropolitana de Santiago;Providencia;Clínica Santa María;Avenida Santa María 410
Region Metropolitana de Santiago;Ñuñoa;Clínica Psiquiatrica Renacer;Calle Capitán Orella 2404
Region Metropolitana de Santiago;Providencia;Clínica Oncológica Arturo López Pérez;Calle Rancagua 878
Region Metropolitana de Santiago;La Reina;Clínica Psicoterapia los Tiempos;Avenida José Arrieta 6024
Region Metropolitana de Santiago;Providencia;Clínica Colonial;Avenida Pedro de Valdivia 2652
Region Metropolitana de Santiago;Lo Barnechea;Instituto Médico el Arrayán;Calle Camino El Alto 17040
Region Metropolitana de Santiago;Las Condes;Clínica San Carlos de Apoquindo;Calle Camino El Alba 12351
Region Metropolitana de Santiago;La Reina;Clínica Instituto El Cedro;Calle Julia Berstein 1240
Region Metropolitana de Santiago;Las Condes;Centro Médico y Dental Megasalud Arauco;Avenida Presidente Kennedy 5413
Region Metropolitana de Santiago;Las Condes;Centro Médico y Dental Megasalud Padre Hurtado;Avenida Padre 1621
Region Metropolitana de Santiago;Providencia;Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil;Avenida Eliodoro Yáñez 2394
Region Metropolitana de Santiago;Las Condes;Central Odontológica de la Fuerzas Armadas y de Orden;Avenida Las Condes 8631
Region Metropolitana de Santiago;Providencia;Instituto de Enfermedades Circulatorias;Calle Miguel Claro 988
Region Metropolitana de Santiago;Ñuñoa;Clínica Tregua;Calle Luis Uribe 2866
Region Metropolitana de Santiago;Las Condes;Centro Médico Militar Rosa O'Higgins;Avenida Américo Vespucio 995
Region Metropolitana de Santiago;Providencia;Centro Médico Pediátrico Integral Mediclown;Avenida Pedro de Valdivia 2219
Region Metropolitana de Santiago;Vitacura;Procedimientos Clínicos Alto Tabancura;Avenida Tabancura 1515
Region Metropolitana de Santiago;Peñalolén;Centro Médico Alto Tobalaba (Vacunatorio Vacci Protex);Calle Sánchez Fontecilla 11870
Region Metropolitana de Santiago;Providencia;Clínica de Medicina y Estética MYE;Calle Pérez Valenzuela 1551
Region Metropolitana de Santiago;Providencia;Centro Médico Vida Integra Tobalaba;Calle Tobalaba 155
Region Metropolitana de Santiago;Lo Barnechea;Clínica Monteblanco;Calle Camino a Farellones, km. 4 18780
Region Metropolitana de Santiago;Providencia;Consultorio Escuela de Carabineros de Chile;Calle Antonio Varas 1842
Region Metropolitana de Santiago;Renca;Centro de Salud Familiar Huamachuco;Calle Las Margaritas 2466
Region Metropolitana de Santiago;Padre Hurtado;Centro de Salud Familiar Juan Pablo II de Padre Hurtado;Calle 2ª Transversal 1657
Region Metropolitana de Santiago;Peñaflor;Centro de Salud Familiar Dr. Fernando Monckeberg;Calle La Concepción 73
Region Metropolitana de Santiago;El Monte;Centro de Salud Familiar El Monte;Avenida Los Libertadores 531
Region Metropolitana de Santiago;Isla de Maipo;Centro de Salud Familiar Isla de Maipo;Calle Manuel Rodríguez 1001
Region Metropolitana de Santiago;Melipilla;Centro de Salud Familiar Dr. Edelberto Elgueta;Calle Arza 1576
Region Metropolitana de Santiago;Melipilla;Centro de Salud Familiar Dr. Francisco Boris Soler;Calle Silvia Chávez 1650
Region Metropolitana de Santiago;Melipilla;Centro de Salud Familiar San Manuel;
Region Metropolitana de Santiago;Melipilla;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Calle Artesana Julita Vera 354
Region Metropolitana de Santiago;Maria Pinto;Centro de Salud Familiar Adriana Madrid De Costabal;Calle Francisco Costabal 78
Region Metropolitana de Santiago;San Pedro;Centro de Salud Familiar San Pedro;Avenida Hermosilla 11
Region Metropolitana de Santiago;Talagante;Centro de Salud Familiar Dr. Alberto Allende Jones;Calle Esmeralda 2049
Region Metropolitana de Santiago;Alhué;Centro de Salud Familiar Villa Alhué;
Region Metropolitana de Santiago;Talagante;Posta de Salud Rural Aliro Cárcarmo (Lonquén);
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Familiar Irene Frei Montalva;
Region Metropolitana de Santiago;Isla de Maipo;Centro de Salud Familiar La Islita;Calle Río Maipo, Villa El Maitén, La Islita 4517
Region Metropolitana de Santiago;Isla de Maipo;Posta de Salud Rural San Antonio de Naltagua;
Region Metropolitana de Santiago;Isla de Maipo;Posta de Salud Rural Gacitúa;
Region Metropolitana de Santiago;Isla de Maipo;Posta de Salud Rural Las Mercedes ( Isla de Maipo );
Region Metropolitana de Santiago;Melipilla;Posta de Salud Rural Bollenar;
Region Metropolitana de Santiago;Melipilla;Posta de Salud Rural Pahuilmo;
Region Metropolitana de Santiago;Melipilla;Posta de Salud Rural Pomaire;
Region Metropolitana de Santiago;Melipilla;Posta de salud Rural Pabellón;
Region Metropolitana de Santiago;Maria Pinto;Posta de Salud Rural Santa Emilia;
Region Metropolitana de Santiago;Maria Pinto;Posta de Salud Rural Las Mercedes ( María Pinto );
Region Metropolitana de Santiago;Maria Pinto;Posta de Salud Rural Chorombo;
Region Metropolitana de Santiago;Curacaví;Centro Comunitario de Salud Familiar María Salas;
Region Metropolitana de Santiago;San Pedro;Posta de Salud Rural San Pedro;
Region Metropolitana de Santiago;San Pedro;Posta de Salud Rural Loica;
Region Metropolitana de Santiago;San Pedro;Posta de Salud Rural La Manga;
Region Metropolitana de Santiago;San Pedro;Posta de Salud Rural Nihue;
Region Metropolitana de Santiago;San Pedro;Posta de Salud Rural El Prado;
Region Metropolitana de Santiago;Alhué;Posta de Salud Rural Villa Alhué;
Region Metropolitana de Santiago;Alhué;Posta de Salud Rural Hacienda Alhué;
Region Metropolitana de Santiago;Alhué;Posta de Salud Rural Pichi;
Region Metropolitana de Santiago;Alhué;Posta de Salud Rural El Asiento;
Region Metropolitana de Santiago;Alhué;Posta de Salud Rural Santa María;
Region Metropolitana de Santiago;Pudahuel;Consultorio Coaniquem;Avenida San Francisco 8586
Region Metropolitana de Santiago;Cerro Navia;COSAM Cerro Navia;Calle 6 de Febrero 2206
Region Metropolitana de Santiago;Quinta Normal;COSAM Quinta Normal;Calle Miguel de Atero 2655
Region Metropolitana de Santiago;Lo Prado;COSAM Lo Prado;Calle San Germán 1052
Region Metropolitana de Santiago;Pudahuel;COSAM Pudahuel;Calle Santa Corina 8629
Region Metropolitana de Santiago;Talagante;COSAM Talagante;Calle Esmeralda 2049
Region Metropolitana de Santiago;Peñaflor;COSAM Peñaflor;Calle Vicuña Mackenna 984
Region Metropolitana de Santiago;Melipilla;COSAM Melipilla;Calle Pardo 830
Region Metropolitana de Santiago;Renca;COSAM Renca;Avenida Domingo Santa María 4511
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Mental;Calle San Pablo 9176
Region Metropolitana de Santiago;Quinta Normal;Centro Comunitario de Salud Familiar Catamarca;Calle Catamarca 2232
Region Metropolitana de Santiago;Quinta Normal;Centro Comunitario de Salud Familiar Antumalal;Calle Heriberto Rojas 5967
Region Metropolitana de Santiago;Cerro Navia;Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33);Calle Lanalhue 1780
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.;Calle Copiapó 1252
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso;Calle Lago Conguillío 267
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Familiar Río Claro;Calle Río Claro 8314
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Familiar Mar Caribe;Calle Mar Caribe 1241
Region Metropolitana de Santiago;Pudahuel;Centro Comunitario de Salud Familiar Santa Corina;Calle Relacionador Aranguíz 645
Region Metropolitana de Santiago;Curacaví;Centro Comunitario de Salud Familiar Curacaví;Calle Manuel Rodríguez 1155
Region Metropolitana de Santiago;Isla de Maipo;Centro Comunitario de Salud Familiar La Islita;Calle El Maitén 279
Region Metropolitana de Santiago;Melipilla;Centro Comunitario de Salud Familiar Padre Demetrio Bravo;Calle Ignacio Carrera Pinto 60
Region Metropolitana de Santiago;Melipilla;Centro Comunitario de Salud Familiar Obispo Pablo Lizama;Calle Guillermo Vera 2091
Region Metropolitana de Santiago;Melipilla;Centro Comunitario de Salud Familiar Codigua;Calle Ruta G. Km. 8 688
Region Metropolitana de Santiago;Renca;SAR Renca;Calle José Manuel Balmaceda 4012
Region Metropolitana de Santiago;Padre Hurtado;SAPU Santa Rosa de Chena;Calle Teniente Sáenz Neira 823
Region Metropolitana de Santiago;Talagante;SAPU Marcela Jacques Vargas;Calle Francisco Chacón 750
Region Metropolitana de Santiago;Santiago;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central);Calle Victoria Subercaseaux 381
Region Metropolitana de Santiago;Santiago;PRAIS (S.S Metropolitano Central);Calle Victoria Subercaseaux 381
Region Metropolitana de Santiago;Santiago;Hospital Clínico San Borja;Calle Santa Rosa 1234
Region Metropolitana de Santiago;Maipu;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Calle Rinconada 1001
Region Metropolitana de Santiago;Santiago;Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río;Avenida Portugal 125
Region Metropolitana de Santiago;Santiago;Hospital Clínico Universidad Católica;Calle Marcoleta 367
Region Metropolitana de Santiago;Estación Central;Hospital Clínico Mutual de Seguridad C.CH.C.;Avenida Libertador Bernardo O'Higgins 4848
Region Metropolitana de Santiago;Santiago;Hospital Penitenciario;Avenida Pedro Montt 1902
Region Metropolitana de Santiago;Estación Central;Instituto de Rehabilitación Infantil TELETÓN (Santiago);Avenida Libertador Bernardo O'Higgins 4620
Region Metropolitana de Santiago;Santiago;Hospital Clínica IST;Calle Placer 1410
Region Metropolitana de Santiago;Estación Central;Clínica Los Coihues;Calle Laguna Sur 6561
Region Metropolitana de Santiago;Santiago;Clínica Santa Inés;Calle Arturo Prat 1840
Region Metropolitana de Santiago;Santiago;Laboratorio Bio Reval Ltda;Calle Libertador Bernardo O'Higgins 1112
Region Metropolitana de Santiago;Santiago;Laboratorio Antonio Concha;Calle Merced 346
Region Metropolitana de Santiago;Santiago;Hernández y Gutiérrez Ltda;Avenida Libertador Bernardo O'Higgins 776
Region Metropolitana de Santiago;Santiago;Clínica Central;Calle San Isidro 231
Region Metropolitana de Santiago;Santiago;Laboratorio Labocenter;Calle Mac-Iver 22
Region Metropolitana de Santiago;Santiago;Clínica Sierra Bella;Calle Sierra Bella 1181
Region Metropolitana de Santiago;Santiago;Clínica Las Violetas;Calle Argomedo 344
Region Metropolitana de Santiago;Santiago;Laboratorio Santiago Centro;Calle San Antonio 418
Region Metropolitana de Santiago;Santiago;Centro de Salud Diagnostiko Ltda;Calle Victoria Subercaseaux 121
Region Metropolitana de Santiago;Santiago;Centro de Salud Omega;Avenida Matucana 727
Region Metropolitana de Santiago;Santiago;Nueva Clínica Madre e Hijo;Calle Santa Rosa 1503
Region Metropolitana de Santiago;Santiago;Laboratorio Perfil Bioquímico;Calle Guayaquil 510
Region Metropolitana de Santiago;Santiago;Clínica Juan Pablo II;Calle Santa Rosa 1448
Region Metropolitana de Santiago;Santiago;Laboratorio Sigma;Calle Catedral 3040
Region Metropolitana de Santiago;Santiago;Clínica Psiquiatrica España;Avenida España 665
Region Metropolitana de Santiago;Santiago;Centro de Salud Vival Ltda.;Calle Monjitas 843
Region Metropolitana de Santiago;Santiago;Laboratorio Referencia Oxman y Cía. Ltda.;Calle Bulnes 79
Region Metropolitana de Santiago;Santiago;Clínica San Javier;Calle Santa Victoria 354
Region Metropolitana de Santiago;Estación Central;Clínica Hospital del Profesor;Calle Alameda 4860
Region Metropolitana de Santiago;Maipu;Clínica Astra;Calle Tristán Valdés 21
Region Metropolitana de Santiago;Santiago;Centro Integramédica;Calle Huerfanos 1147
Region Metropolitana de Santiago;Santiago;Centro Médico Vida Integra Alameda;Calle Alameda 1620
Region Metropolitana de Santiago;Melipilla;Clínica del Trabajador AChS;Calle Merced 710
Region Metropolitana de Santiago;Santiago;Centro de Salud Vida Integra Bandera;Calle Bandera 101
Region Metropolitana de Santiago;Maipu;Centro Vida Integra de Maipú;Avenida Pajaritos 2833
Region Metropolitana de Santiago;Cerrillos;Centro Integramédica Oeste;Avenida Américo Vespucio 1501
Region Metropolitana de Santiago;Santiago;Clínica Universidad Católica;Calle Lira 40
Region Metropolitana de Santiago;Santiago;Clínica Pedro Montt;Calle Lord Cochrane 779
Region Metropolitana de Santiago;Santiago;Centro Integramédica Forestal;Calle Alameda 654
Region Metropolitana de Santiago;Estación Central;Centro Asistencial AChS Alameda;Avenida Libertador Bernardo O'Higgins 4227
Region Metropolitana de Santiago;Maipu;Centro Asistencial AChS Maipú;Avenida Pajaritos 2521
Region Metropolitana de Santiago;Santiago;Centro Asistencial AChS Santiago;Calle Agustinas 1428
Region Metropolitana de Santiago;Santiago;Centro Médico y Dental Megasalud Alameda;Avenida Libertador Bernardo O'Higgins 1511
Region Metropolitana de Santiago;Maipu;Centro Médico y Dental Megasalud Maipu;Calle Alberto Llona 1770
Region Metropolitana de Santiago;Santiago;Centro Médico y Dental CAPREDENA;Avenida Bulnes 284
Region Metropolitana de Santiago;Santiago;Centro de Salud Mutual CChC Agustinas;Calle Agustinas 1365
Region Metropolitana de Santiago;Maipu;Centro de Salud Mutual CChC Maipú;Calle Esquina Blanca 45
Region Metropolitana de Santiago;Estación Central;Centro Integramédica Estación Central;Avenida Libertador Bernardo O'Higgins 3466
Region Metropolitana de Santiago;Santiago;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Calle Almirante Lorenzo Gotuzzo 70
Region Metropolitana de Santiago;Santiago;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Calle Marcoleta 350
Region Metropolitana de Santiago;Santiago;Policlínico Institucional de Gendarmería de Chile (Santiago);Calle Artemio Gutiérrez 1173
Region Metropolitana de Santiago;Santiago;Establecimiento Penitenciario Santiago 1;Calle Nueva Centenario 1978
Region Metropolitana de Santiago;Estación Central;Clínica Bicentenario;Avenida Libertador Bernardo O'Higgins 4850
Region Metropolitana de Santiago;Cerrillos;Consultorio Escuela de formación policial de Carabineros de Chile;Calle Pedro Aguirre Cerda 6655
Region Metropolitana de Santiago;Maipu;Clínica Bellolio;Calle Corregidor Zañartu 1735
Region Metropolitana de Santiago;Estación Central;Centro de Salud Familiar Santiago Occidente de Carabineros de Chile;Avenida Gladys 6701
Region Metropolitana de Santiago;Santiago;Integramédica Bandera;Calle Bandera 162
Region Metropolitana de Santiago;Santiago;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Calle Copiapó 1323
Region Metropolitana de Santiago;Santiago;Centro de Salud Familiar Nº 5;Calle Unión Latinoamericana 98
Region Metropolitana de Santiago;Estación Central;Centro de Salud Familiar Padre Vicente Irarrázabal;Calle 21 de Mayo 1854
Region Metropolitana de Santiago;Pedro Aguirre Cerda;Centro de Salud Familiar Lo Valledor Norte;Avenida Central 4000
Region Metropolitana de Santiago;Maipu;Centro de Salud Familiar Maipú;Avenida Ramón Freire 2470
Region Metropolitana de Santiago;Cerrillos;Centro de Salud Familiar Dr. Norman Voulliéme;Calle Salomón Sack 6376
Region Metropolitana de Santiago;Estación Central;Centro de Salud Familiar San José de Chuchunco;Calle Coihaique 6025
Region Metropolitana de Santiago;Cerrillos;Centro de Salud Familiar Enfermera Sofía Pincheira;Avenida Las Torres 7590
Region Metropolitana de Santiago;Maipu;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Avenida Independencia 2200
Region Metropolitana de Santiago;Maipu;Centro de Salud Familiar Dra. Ana María Juricic;Calle El Conquistador 1841
Region Metropolitana de Santiago;Estación Central;Centro de Salud Familiar Las Mercedes;Calle Embajador Quintana 5020
Region Metropolitana de Santiago;Maipu;Centro de Referencia de Salud de Maipú;Calle Camino Rinconada 1001
Region Metropolitana de Santiago;Santiago;Centro de Salud Familiar Padre Orellana;Calle Padre Orellana 1706
Region Metropolitana de Santiago;Santiago;Centro de Salud Familiar Arauco;Calle Sepúlveda Leyton 3288
Region Metropolitana de Santiago;Santiago;Centro de Salud Familiar Dr. Benjamín Viel;Calle San Ignacio 1217
