PK_NOMBRE_CENTRO;FK_COMUNA
Posta de Salud Rural Calof;Saavedra
Posta de Salud Rural Comuy;Pitrufquen
Posta de Salud Rural Los Galpones;Pitrufquen
Posta de Salud Rural Millahuin;Pitrufquen
Posta de Salud Rural Puraquina;Pitrufquen
Posta de Salud Rural Mahuidanche;Pitrufquen
Posta de Salud Rural Queule;Tolten
Posta de Salud Rural Villa Boldos;Tolten
Posta de Salud Rural Las Quemas (Tolten);Tolten
Posta de Salud Rural Porma;Teodoro Schmidt
Posta de Salud Rural Pocoyan;Tolten
Posta de Salud Rural Boroa Sur;Tolten
Posta de Salud Rural Lastarria;Gorbea
Posta de Salud Rural Quitratue;Gorbea
Posta de Salud Rural Pidenco;Gorbea
Posta de Salud Rural Huellanto Alto;Gorbea
Posta de Salud Rural Licancullin;Tolten
Posta de Salud Rural Huiscapi;Loncoche
Posta de Salud Rural La Paz;Loncoche
Posta de Salud Rural Pulmahue;Loncoche
Posta de Salud Rural Copihuelpe;Loncoche
Posta de Salud Rural Molco ( Loncoche );Loncoche
Posta de Salud Rural Nancul;Villarrica
Posta de Salud Rural Liumalla;Villarrica
Posta de Salud Rural Manhue;Loncoche
Posta de Salud Rural Caburga;Pucon
Posta de Salud Rural Paillaco;Pucon
Posta de Salud Rural Quelhue;Pucon
Posta de Salud Rural Pangueco (Galvarino);Galvarino
Posta de Salud Rural Radal;Freire
Posta de Salud Rural Allipen;Freire
Posta de Salud Rural Quetroco;Freire
Posta de Salud Rural Coipue (Freire);Freire
Posta de Salud Rural Lliuco(Freire);Freire
Posta de Salud Rural San Ramon;Padre Las Casas
Posta de Salud Rural Guinimo;Freire
Posta de Salud Rural Santa Maria Llaima;Melipeuco
Posta de Salud Rural Alto Caren;Melipeuco
Posta de Salud Rural Cumcumllaque;Melipeuco
Posta de Salud Rural San Pedro de Pucon;Pucon
Centro Comunitario de Salud Familiar Barros Arana;Teodoro Schmidt
Posta de Salud Rural Pichichelle;Teodoro Schmidt
Posta de Salud Rural Yenehue;Teodoro Schmidt
Posta de Salud Rural Numero Tres;Saavedra
Posta de Salud Rural Nohualhue;Teodoro Schmidt
Posta de Salud Rural Malalche;Cholchol
Posta de Salud Rural Catripulli ( Curarrehue );Curarrehue
Posta de Salud Rural Maite;Curarrehue
Posta de Salud Rural Reigolil;Curarrehue
Posta de Salud Rural Faja Ricci;Gorbea
Posta de Salud Rural Liuco (Gorbea);Gorbea
Posta de Salud Rural Quinenahuin;Curarrehue
Posta de Salud Rural Epeukura;Curarrehue
Posta de Salud Rural Molco (Nueva Imperial );Nueva Imperial
Posta de Salud Rural Chucauco;Freire
Posta de Salud Rural El Escudo;Lautaro
Posta de Salud Rural Vega Larga;Lautaro
Posta de Salud Rural Codopille;Padre Las Casas
Posta de Salud Rural Metrenco;Padre Las Casas
Posta de Salud Rural Santa Rosa;Lautaro
Posta de Salud Rural La Esperanza;Cunco
Posta de Salud Rural Puralaco;Tolten
Posta de Salud Rural Caren;Curarrehue
Posta de Salud Rural Anilco;Villarrica
COSAM Amanecer;Temuco
CECOSAM Temuco;Temuco
COSAM Padre Las Casas;Padre Las Casas
Centro de Salud Familiar Metodista (Organizaciones sin fines de lucro y ONG);Temuco
Centro Comunitario de Salud Familiar Villa el Salar;Temuco
Centro Comunitario de Salud Familiar 21 de Mayo;Villarrica
Centro Comunitario de Salud Familiar Arquenco;Temuco
Centro Comunitario de Salud Familiar Los Volcanes;Villarrica
Centro Comunitario de Salud Familiar El Carmen;Temuco
Centro Comunitario de Salud Familiar San Antonio;Temuco
Centro Comunitario de Salud Familiar Ultraestacion;Pitrufquen
Centro Comunitario de Salud Familiar Guacolda;Lautaro
Centro Comunitario de Salud Familiar Las Quilas;Temuco
Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;Lautaro
SAR Miraflores;Temuco
SAPU Santa Rosa;Temuco
SAPU Padre Las Casas;Padre Las Casas
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Araucania Sur);Temuco
PRAIS (S.S Araucania Sur);Temuco
Clinica Dental Movil Doble. Pat. BBZV83 (Temuco);Temuco
Clinica Dental Movil Doble. Pat. BBZV84 (Temuco);Temuco
Clinica Dental Movil Doble. Pat. BBZV85 (Temuco);Temuco
Hospital de Campana Cruz Roja Noruega;Pitrufquen
Hospital Dr. Hernan Henriquez Aravena (Temuco);Temuco
Hospital Dr. Abraham Godoy (Lautaro);Lautaro
Hospital de Galvarino;Galvarino
Hospital de Vilcun;Vilcun
Hospital Dr. Eduardo Gonzalez Galeno (Cunco);Cunco
Hospital Intercultural de Nueva Imperial;Nueva Imperial
Hospital de Carahue;Carahue
Hospital Dr. Arturo Hillerns Larranaga (Saavedra);Saavedra
Hospital de Pitrufquen;Pitrufquen
Hospital de Tolten;Tolten
Hospital de Gorbea;Gorbea
Hospital de Loncoche;Loncoche
Hospital de Villarrica;Villarrica
Hospital San Francisco (Pucon) (D);Pucon
Hospital Maquehue (D);Padre Las Casas
Clinica Alemana de Temuco;Temuco
Hospital del Trabajador AChS de Temuco;Temuco
Centro CONIN Temuco;Temuco
Hospital Clinico de la Universidad Mayor;Temuco
Megasalud S.A. Centro Medico y Dental Temuco;Temuco
Centro de Salud Mutual CChC Temuco;Temuco
Centro de Diagnostico y Tratamiento SIRESA;Temuco
Centro de Salud CIREPLAST;Temuco
Centro de Salud Mamodiagnosis;Temuco
Centro de la Cruz Roja Temuco;Temuco
Laboratorio Clinico Austral;Temuco
Laboratorio Clinico Dra. Ruth Schurch;Temuco
Laboratorio Clinico Bioanalisis;Temuco
Laboratorio Clinico Caupolican;Temuco
Laboratorio Clinico Central;Temuco
Laboratorio Clinico Imex;Temuco
Laboratorio Inmunologico del Sur (Labisur);Temuco
Laboratorio de Citopatologia y Papanicolau;Temuco
Laboratorio Clinico Genesis;Temuco
Laboratorio Clinico Antumalal;Temuco
Laboratorio Clinico Neolab;Temuco
Laboratorio Clinico Medisur;Temuco
Laboratorio Citopatologia Dra. Espejo;Temuco
Centro Diagnostico Histopatologia Citopatologia;Temuco
Centro Radiologico y Ecotomografico Imagen;Temuco
Instituto de Mamografia Limitada;Temuco
Sociedad Inmunomedica Diagnostico Temuco;Temuco
Laboratorio Clinico Pitrufquen;Pitrufquen
Laboratorio Clinico Pucon;Pucon
Centro Radiologico Villarrica;Villarrica
Laboratorio Clinico del Lago;Villarrica
Centro de Salud Gendarmeria de Chile (Temuco);Temuco
Centro de Salud Regional de Gendarmeria de Chile Region de La Araucania;Temuco
SurImagen Ltda.;Villarrica
Centro Medico y Dental de Carabineros de Chile Zona IX Araucania;Temuco
Sociedad de Imagenologia Clinica Bioimagen Ltda.;Temuco
Laboratorio Sociedad Inmunomedica;Temuco
Laboratorio Clinico Bionet S.A;Temuco
Centro de Salud Familiar Miraflores (Temuco);Temuco
Centro de Salud Familiar Freire;Freire
Centro de Salud Familiar Villa Alegre;Temuco
Centro de Salud Familiar Santa Rosa;Temuco
Centro de Salud Familiar Amanecer;Temuco
Centro de Salud Familiar Padre Las Casas;Padre Las Casas
Centro de Salud Familiar Pueblo Nuevo;Temuco
Centro de Salud Familiar Melipeuco;Melipeuco
Centro de Salud Familiar Teodoro Schmidt;Teodoro Schmidt
Consultorio Curarrehue;Curarrehue
Consultorio Perquenco;Perquenco
Centro de Salud Familiar Andres Sandoval Calderon;Cunco
Centro de Salud Familiar Chol Chol;Cholchol
Centro de Salud Familiar Trovolhue;Carahue
Centro de Salud Familiar Villarrica;Villarrica
Centro de Salud Familiar Las Colinas;Padre Las Casas
Centro de Salud Familiar Quepe;Freire
Centro de Salud Intercultural Boroa Filulawen;Nueva Imperial
Centro de Salud Familiar Nueva Imperial;Nueva Imperial
Centro de Salud Familiar Pulmahue;Padre Las Casas
Centro de Referencia de Salud Miraflores;Temuco
COSAM PRAIS;Temuco
CECOSAM Temuco;Temuco
Centro de Salud Familiar Lautaro;Lautaro
Centro de Salud Familiar Pedro de Valdivia;Temuco
Centro de Salud Familiar Lican Ray;Villarrica
Centro de Salud Familiar Hualpin;Teodoro Schmidt
Centro de Salud Familiar Labranza;Temuco
COSAM Padre las Casas;Padre Las Casas
Centro de Salud Docente Asistencial Monsenor Sergio Valech;Temuco
Centro de Salud Rural Pitrufquen;Pitrufquen
Centro de Salud Familiar Los Volcanes;Villarrica
Centro de Salud Familiar Rural Pucon;Pucon
Posta de Salud Rural La Piedra;Galvarino
Centro de Salud Familiar de Cajon;Vilcun
Posta de Salud Rural Labranza;Temuco
Posta de Salud Rural Roble Huacho;Padre Las Casas
Posta de Salud Rural Laurel Huacho;Padre Las Casas
Posta de Salud Rural Collimallin;Temuco
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Araucania Norte);Angol
PRAIS (S.S Araucania Norte);Angol
Clinica Dental Movil Triple. Pat. BBTD27 (Angol);Angol
Clinica Dental Movil Triple. Pat. BBTD28 (Angol);Angol
Hospital de Campana Estados Unidos (Angol);Angol
Hospital de Campana Nº 2 (Servicio de Salud);Angol
Hospital de Campana Nº 3 (Servicio de Salud);Angol
Hospital Dr. Mauricio Heyermann (Angol);Angol
Hospital de Puren;Puren
Consultorio Los Sauces;Los Sauces
Hospital de Collipulli;Collipulli
Hospital Dr. Dino Stagno M.(Traiguen);Traiguen
Consultorio Lumaco;Lumaco
Hospital San Jose de Victoria;Victoria
Hospital Dr. Oscar Hernandez E.(Curacautin);Curacautin
Hospital de Lonquimay;Lonquimay
Clinica de la Asociacion Chilena de Seguridad AChS Angol;Angol
Centro de Salud Gendarmeria de Chile Angol;Angol
Laboratorio Biomec;Angol
Laboratorio Clinico Angol;Angol
Vacunatorio Myrta Aravena Fuentes;Angol
Consultorio Prefectura de Carabineros de Chile Malleco;Angol
Centro de Salud Familiar Renaico;Renaico
Centro de Salud Familiar Huequen;Angol
Consultorio Ercilla;Ercilla
Centro de Salud Familiar Alemania de Angol;Angol
Centro de Salud Familiar Piedra del Aguila;Angol
Centro de Salud Familiar Victoria;Victoria
Posta de Salud Rural Vegas Blancas;Angol
Posta de Salud Rural Coyanco;Angol
Posta de Salud Rural Colonia Manuel Rodriguez;Angol
Posta de Salud Rural Cuartel Quemado;Puren
Posta de Salud Rural Coyancahuin;Puren
Posta de Salud Rural El Lingue;Puren
Posta de Salud Rural San Ramon de Los Sauces;Los Sauces
Posta de Salud Rural Trintre;Los Sauces
Posta de Salud Rural Tijeral;Renaico
Posta de Salud Rural Maica;Collipulli
Posta de Salud Rural Mininco;Collipulli
Posta de Salud Rural La Batalla;Collipulli
Posta de Salud Rural Amargo;Collipulli
Posta de Salud Rural Niblinto;Collipulli
Posta de Salud Rural Chequenco;Ercilla
Posta de Salud Rural Aninir;Traiguen
Posta de Salud Rural Molco;Traiguen
Posta de Salud Rural Quechereguas;Traiguen
Posta de Salud Rural Santa Rosa (Los Sauces );Los Sauces
Posta de Salud Rural Temulemu;Traiguen
Posta de Salud Rural Quilquen;Traiguen
Posta de Salud Rural Pichipellahuen;Lumaco
Posta de Salud Rural Curilebu;Lumaco
Posta de Salud Rural Manzanar ( Lumaco );Lumaco
Posta de Salud Rural Chanco;Lumaco
Posta de Salud Rural La Herradura;Lumaco
Posta de Salud Rural Loncoyan;Puren
Posta de Salud Rural Selva Oscura;Victoria
Posta de Salud Rural Pua;Victoria
Posta de Salud Rural Quino;Victoria
Centro Comunitario de Salud Familiar Pailahueque;Ercilla
Posta de Salud Rural Rosario;Victoria
Posta de Salud Rural Cullinco;Victoria
Posta de Salud Rural California;Victoria
Posta de Salud Rural Reduccion Pailahueque;Victoria
Posta de Salud Rural Huitranlebu;Puren
Posta de Salud Rural Chacaico;Ercilla
Posta de Salud Rural Tricauco;Ercilla
Posta de Salud Rural Temocuicui;Ercilla
Posta de Salud Rural Malalcahuello;Curacautin
Posta de Salud Rural Rio Blanco (Curacautin);Curacautin
Posta de Salud Rural La Tepa;Curacautin
Posta de Salud Rural Santa Ana;Curacautin
Posta de Salud Rural Radalco;Curacautin
Posta de Salud Rural Rariruca;Curacautin
Posta de Salud Rural Manzanar ( Curacautin );Curacautin
Posta de Salud Rural Contraco;Lonquimay
Posta de Salud Rural Lolen;Lonquimay
Posta de Salud Rural Sierra Nevada;Lonquimay
Posta de Salud Rural Icalma;Lonquimay
Posta de Salud Rural Liucura (Lonquimay);Lonquimay
Posta de Salud Rural Pedregoso (Lonquimay);Lonquimay
Posta de Salud Rural Pichipehuenco;Lonquimay
Posta de Salud Rural Troyo;Lonquimay
Posta de Salud Rural Ranquil;Lonquimay
Posta de Salud Rural Pivadenco;Los Sauces
Posta de Salud Rural Didaico;Traiguen
Posta de Salud Rural Encinar;Collipulli
Posta de Salud Rural Santa Julia;Curacautin
Centro Comunitario de Salud Familiar Consultorio Alemania de Angol;Angol
Centro Comunitario de Salud Familiar Capitan Pastene;Lumaco
Centro Comunitario de Salud Familiar Cons. Victoria;Victoria
SAR Alemania;Angol
Laboratorio Clinico Cordillera - Sala Externa de Toma de Muestras;Angol
Centro Comunitario de Salud Familiar El Bosque;Freire
Centro Comunitario de Salud Familiar Carahue;Carahue
Centro Comunitario de Salud Familiar Las Villas;Cunco
Centro de Imagenologia y Diagnostico;Temuco
SAPU Amanecer;Temuco
SAPU Pucon;Pucon
SAPU Pueblo Nuevo;Temuco
SAPU Freire;Freire
SAR Labranza;Temuco
SAPU Los Volcanes;Villarrica
SAPU Nueva Imperial;Nueva Imperial
SAPU Pedro de Valdivia;Temuco
SAPU Pulmahue;Padre Las Casas
SAPU Villa Alegre;Temuco
SAPU Villarica;Villarrica
Laboratorio Clinico Centro Medico Traiguen;Traiguen
Laboratorio Clinico MasterLab;Lautaro
Centro de Dialisis Tecnodial Ltda.;Temuco
Centro de Dialisis Los Angeles Limitada;Nueva Imperial
Centro de Dialisis VidaDial Collipulli;Collipulli
Centro de Dialisis Villarrica Limitada;Temuco
Centro de Dialisis Villarrica Ltda.;Villarrica
Centro de Dialisis Araucania Limitada;Temuco
Centro de Dialisis Temuco Ltda.;Victoria
Centro de Dialisis Bayo Dial;Angol
Centro de Dialisis Angol Dial Ltda.;Angol
SAPU Huequen;Angol
SAR Victoria;Victoria
Centro de Salud Familiar El Carmen;Temuco
Centro de Salud Familiar Conun Huenu;Padre Las Casas
Centro Medico y Dental La Araucana Temuco;Temuco
Posta de Salud Cayumapu;Valdivia
SAPU Belarmina Paredes;Futrono
SAPU Ranco;Lago Ranco
SAPU Niebla;Valdivia
SAPU Panguipulli;Panguipulli
Posta de Salud Rural Huellelhue;Valdivia
Posta de Salud Rural Curinanco;Valdivia
Posta de Salud Rural Isla del Rey;Corral
Posta de Salud Rural Chaihuin;Corral
Posta de Salud Rural El Salto;Los Lagos
Posta de Salud Rural Las Huellas;Los Lagos
Posta de Salud Rural Antilhue;Los Lagos
Posta de Salud Rural Rinihue;Los Lagos
Posta de Salud Rural Folilco;Los Lagos
Posta de Salud Rural Malihue;Los Lagos
Posta de Salud Rural Melefquen;Panguipulli
Posta de Salud Rural Chan Chan;Mariquina
Posta de Salud Rural Mehuin;Mariquina
Posta de Salud Rural Mississippi;Mariquina
Posta de Salud Rural Pelchuquin;Mariquina
Posta de Salud Rural Ciruelos;Mariquina
Posta de Salud Rural Alepue;Mariquina
Posta de Salud Rural Inipulli;Mariquina
Posta de Salud Rural Huitag;Panguipulli
Posta de Salud Rural Neltume;Panguipulli
Centro Comunitario de Salud Familiar Liquine;Panguipulli
Posta de Salud Rural Pirihueico;Panguipulli
Posta de Salud Rural Cayumapu;Panguipulli
Posta de Salud Rural Catamutun;La Union
Posta de Salud Rural Puerto Nuevo;La Union
Posta de Salud Rural Choroico (La Union);La Union
Posta de Salud Rural Pilpilcahuin;La Union
Posta de Salud Rural Traiguen ( La Union);La Union
Posta de Salud Rural Llancacura;La Union
Posta de Salud Rural Crucero (Rio Bueno);Rio Bueno
Posta de Salud Rural Vivanco;Rio Bueno
Posta de Salud Rural Carimallin;Rio Bueno
Posta de Salud Rural Trapi;Rio Bueno
Posta de Salud Rural Cayurruca;Rio Bueno
Posta de Salud Rural Futahuente;Rio Bueno
Posta de Salud Rural Reumen;Paillaco
Posta de Salud Rural Pichirropulli;Paillaco
Posta de Salud Rural Aguas Negras;Paillaco
Posta de Salud Rural Arquilhue;Futrono
Posta de Salud Rural Loncopan;Futrono
Posta de Salud Rural Maihue;Futrono
Posta de Salud Rural Huapi;Futrono
Posta de Salud Rural Llifen;Futrono
Posta de Salud Rural Pitriuco;Lago Ranco
Posta de Salud Rural Illahuape;Lago Ranco
Centro Comunitario de Salud Familiar Rininahue;Lago Ranco
Posta de Salud Rural Morrompulli;Valdivia
Posta de Salud Rural Bocatoma;Panguipulli
Posta de Salud Rural Santa Elisa;La Union
Posta de Salud Rural Mashue;La Union
Posta de Salud Rural Mantilhue;Rio Bueno
Posta de Salud Rural Santa Rosa (Paillaco);Paillaco
Posta de Salud Rural Santa Filomena (Paillaco);Paillaco
Posta de Salud Rural Calcurrupe;Lago Ranco
Posta de Salud Rural Huichaco;Mafil
Posta de Salud Rural Pocura;Lago Ranco
Posta de Salud Rural Rupumeica;Lago Ranco
Posta de Salud Rural Los Esteros;La Union
Centro Comunitario de Salud Familiar Nontuela;Futrono
Posta de Salud Rural Lago Neltume;Panguipulli
Posta de Salud Rural Pellinada;Los Lagos
COSAM Comunitario Las Animas;Valdivia
COSAM Angachilla;Valdivia
Centro Comunitario de Salud Familiar Barrios Bajos;Valdivia
Centro Comunitario de Salud Familiar Consultorio Las Animas;Valdivia
Centro Comunitario de Salud Familiar Gil de Castro;Valdivia
Centro Comunitario de Salud Familiar Mehuin;Mariquina
Centro Comunitario de Salud Familiar Neltume;Panguipulli
Centro Comunitario de Salud Familiar Los Lagos;La Union
Centro Comunitario de Salud Familiar Cons. Angachilla;Valdivia
Centro Comunitario de Salud Familiar Manuel Miranda;Los Lagos
Centro Comunitario de Salud Familiar Pablo Neruda;Valdivia
Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco);Mariquina
SAPU Las Animas;Valdivia
SAPU Gil de Castro;Valdivia
SAR La Union;La Union
SAPU Malalhue;Lanco
SAPU Rio Bueno;Rio Bueno
SAPU Angachilla;Valdivia
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Valdivia);Valdivia
PRAIS (S.S. Valdivia);Valdivia
Clinica Dental Movil A Rural Triple. Pat. BKYS94 (Valdivia);Valdivia
Clinica Dental Movil B Urbana Triple. Pat. BKYS92 (Valdivia);Valdivia
Hospital Clinico Regional (Valdivia);Valdivia
Hospital de Corral;Corral
Hospital de Los Lagos;Los Lagos
Hospital de Lanco;Lanco
Hospital Juan Morey (La Union);La Union
Hospital de Rio Bueno;Rio Bueno
Hospital de Paillaco;Paillaco
Hospital de Mariquina;Mariquina
Hospital Padre Bernabe de Lucerna (Panguipulli) (D);Panguipulli
Clinica Alemana Valdivia;Valdivia
Clinica Mutual de Seguridad CChC Valdivia;Valdivia
Centro CONIN Valdivia;Valdivia
Megasalud S.A Centro Medico y Dental Valdivia;Valdivia
Clinica del Trabajador AChS;La Union
Policlinico Carabineros Valdivia;Valdivia
Centro Clinico Militar;Valdivia
Centro de Salud Universidad Austral de Chile;Valdivia
Centro de Salud Masisa;Valdivia
Policlinico Astilleros y Servicios Navales ASENAV;Valdivia
Centro Penitenciario Valdivia;Valdivia
Policlinico Infodema;Valdivia
Centro de Salud Mutual CChC La Union;La Union
Centro de Salud AChS Rio Bueno;Rio Bueno
Clinica Collico;Valdivia
Clinica del Trabajador AChS de Valdivia;Valdivia
Centro Medico Beaucheff;Valdivia
Centro Medico Surmedica;Valdivia
CMA Costanera;Valdivia
Centro Odontologico Costanera;Valdivia
Policlinico de Atencion Primaria Gendarmeria de Chile;Rio Bueno
Policlinico Regional de Gendarmeria;Valdivia
Laboratorio Clinico Centro Medico Valdivia;Valdivia
Laboratorio Clinico Valdivia;Valdivia
Laboratorio Clinico Sociedad Cruz y Guiresse Ltda.;Valdivia
Laboratorio de la Clinica Alemana de Valdivia;Valdivia
Laboratorio Clinico e Inversiones Medicas y Diagnosticas Ltda.;Valdivia
Sociedad Laboratorio Especialidades Medicas Ltda.;Valdivia
Sociedad laboratorio Clinico Union Ltda.;La Union
Laboratorio Austral Ltda.;La Union
Laboratorio Sociedad Andrade Salas y Cia. Ltda.;Los Lagos
Laboratorio Frilab;Panguipulli
Laboratorio Clinico Suranalilsis Ltda.;Rio Bueno
Laboratorio Clinico y Especialidades Ltda;Valdivia
Laboratorio de Nefrologia e Histocompatibilidad Universidad Austral de Chile;Valdivia
Laboratorio Clinico Laboclin;Valdivia
Laboratorio de Histologia y Citopatologia Valdivia Ltda.;Valdivia
Laboratorio Clinico Bionet S.A;Valdivia
Laboratorio Beneficiencia Osorno;La Union
Centro de Salud Familiar Externo Valdivia;Valdivia
Centro de Salud Familiar Las Animas;Valdivia
Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro);Valdivia
Centro de Salud Familiar San Jose de la Mariquina;Mariquina
Centro de Salud Familiar Panguipulli;Panguipulli
Centro de Salud Familiar Belarmina Paredes;Futrono
Centro de Salud Familiar Juan Santa Maria Bonet;Lago Ranco
Centro de Salud Familiar Mafil;Mafil
Centro de Salud Familiar Conaripe;Panguipulli
Centro de Salud Familiar Choshuenco;Panguipulli
Centro de Salud Familiar Dr. Alfredo Gantz Mann;La Union
Centro de Salud Familiar Malalhue;Lanco
Centro de Salud Familiar Rio Bueno;Rio Bueno
Centro de Salud Familiar Niebla;Valdivia
Centro de Salud Familiar Angachilla;Valdivia
Centro de Salud Familiar Lautaro Caro Rios;Paillaco
Centro de Salud Familiar Los Lagos;Los Lagos
Posta de Salud Rural Punucapa;Valdivia
SAR Barrios Bajos;Valdivia
Centro Comunitario de Salud Familiar Guacamayo;Valdivia
Centro de Dialisis Nephrocare Los Rios;Valdivia
Centro de Dialisis Valdivia;Valdivia
Centro Comunitario de Salud Familiar Mafil;Mafil
Centro Medico Docente Asistencial Universidad San Sebastian;Valdivia
Centro Medico Docente Asistencial Universidad Santo Tomas;Valdivia
Centro Comunitario de Salud Familiar Dr. Alberto Daiber;La Union
Centro Odontologico Uno Saluld Dental Valdivia;Valdivia
Centro Comunitario de Salud Familiar Folilco;Los Lagos
Instituto de Rehabilitacion Infantil TELETON (Valdivia);Valdivia
Laboratorio Clinico el Bosque;Castro
Centro de Salud Medico Dental Universitario de la Universidad de Los Lagos;Puerto Montt
Policlinico Institucional de Gendarmeria de Chile (Puerto Montt);Puerto Montt
Hospital de dia Infanto Adolescente;Puerto Montt
Laboratorio Clinico Austral;Castro
Centro Comunitario de Salud Familiar Puerta Sur;Puerto Montt
Centro Odontologico Uno Salud Dental Puerto Montt;Puerto Montt
Centro Medico Medicenter Puerto Montt;Puerto Montt
Laboratorio Clinico DESAM Puerto Montt;Puerto Montt
Vacunatorio Austral E.I.R.L.;Puerto Varas
CDR de Adultos Mayores con Demencia;Osorno
Centro Comunitario de Salud Familiar Barrio Estacion;Purranque
Centro Comunitario de Salud Familiar Puntra Degan;Ancud
Centro Comunitario de Salud Familiar Gamboa;Castro
Consulta Dental La Araucana Salud;Calbuco
Consulta Dental La Araucana Salud;Osorno
COSAM ORIENTE;Osorno
Unidad de Memoria AYEKAN;Osorno
Posta de Salud Rural Chamilco;San Juan de la Costa
Centro Comunitario de Salud Familiar Villa Aytue;Quellon
Centro Medico Imagenologia Sur Cruz Medica;Puerto Montt
Laboratorio Clinico Corcovado;Quellon
Policlinico Centro de Cumplimiento Penitenciario de Osorno;Osorno
Centro Comunitario de Salud Familiar Alerce Norte;Puerto Montt
Posta de Salud Rural Colonia Rio Sur;Puerto Varas
Posta de Salud Rural Ralun;Puerto Varas
Posta de Salud Rural Loncotoro;Llanquihue
Posta de Salud Rural Pellines (Llanquihue);Llanquihue
Posta de Salud Rural Colegual;Llanquihue
Posta de Salud Rural Casma;Frutillar
Posta de Salud Rural Centinela;Frutillar
Posta de Salud Rural Parga;Fresia
Posta de Salud Rural Tegualda;Fresia
Posta de Salud Rural Polizones;Fresia
Posta de Salud Rural Cau;Fresia
Posta de Salud Rural Manio;Fresia
Posta de Salud Rural El Mirador;Fresia
Posta de Salud Rural Traiguen (Fresia);Fresia
Posta de Salud Rural Las Cruces ( Fresia);Fresia
Posta de Salud Rural Linea Sin Nombre;Fresia
Posta de Salud Rural Carelmapu;Maullin
Posta de Salud Rural Misquihue;Maullin
Posta de Salud Rural Penol;Maullin
Posta de Salud Rural Astillero;Maullin
Posta de Salud Rural La Pasada;Maullin
Posta de Salud Rural Quenuir;Maullin
Posta de Salud Rural Pargua;Calbuco
Posta de Salud Rural Putenio;Calbuco
Centro Comunitario de Salud Familiar Texas;Calbuco
Posta de Salud Rural Aguantao;Calbuco
Posta de Salud Rural Penasmo;Calbuco
Posta de Salud Rural Avellanal;Calbuco
Posta de Salud Rural Tabon;Calbuco
Posta de Salud Rural Huar;Calbuco
Posta de Salud Rural Chauquear;Calbuco
Posta de Salud Rural Chayahue;Calbuco
Posta de Salud Rural Pergue;Calbuco
Posta de Salud Rural Quetrulauquen;Calbuco
Posta de Salud Rural San Antonio (Calbuco);Calbuco
Posta de Salud Rural San Agustin (Calbuco);Calbuco
Posta de Salud Rural Canitas;Los Muermos
Posta de Salud Rural Los Piques;Los Muermos
Posta de Salud Rural Cumbre Alta;Los Muermos
Posta de Salud Rural Quillagua (Los Muermos);Los Muermos
Posta de Salud Rural Chulin;Chaiten
Posta de Salud Rural Buill;Chaiten
Posta de Salud Rural Talcan;Chaiten
Posta de Salud Rural Nayahue;Chaiten
Posta de Salud Rural Chumelden;Chaiten
Posta de Salud Rural Ayacara;Chaiten
Posta de Salud Rural El Frio o Santa Lucia;Chaiten
Posta de Salud Rural Chana;Chaiten
Posta de Salud Rural Puerto Ramirez;Palena
Posta de Salud Rural El Azul;Futaleufu
Posta de Salud Rural El Malito;Palena
Posta de Salud Rural Chope;Calbuco
Posta de Salud Rural Pocoihuen;Cochamo
Posta de Salud Rural El Espolon;Futaleufu
Posta de Salud Rural Huelmo;Puerto Montt
Posta de Salud Rural Valle El Frio;Cochamo
Posta de Salud Rural Piedra Azul;Puerto Montt
Posta de Salud Rural Estaquilla;Los Muermos
Posta de Salud Rural Hueque;Chaiten
Posta de Salud Rural Macal;Llanquihue
Posta de Salud Rural Casa de Pesca;Chaiten
Posta de Salud Rural Machil;Calbuco
Posta de Salud Rural Queullin;Calbuco
Posta de Salud Rural San Ramon (Calbuco);Calbuco
Posta de Salud Rural Huayun;Calbuco
Posta de Salud Rural Llaguepe;Cochamo
COSAM Puerto Montt;Puerto Montt
COSAM de Reloncavi;Puerto Montt
Centro Comunitario de Salud Familiar Anahuac;Puerto Montt
Centro Comunitario de Salud Familiar Licarayen;Puerto Montt
Centro Comunitario de Salud Familiar Chamiza;Puerto Montt
Centro Comunitario de Salud Familiar de Ayacara;Chaiten
Centro Comunitario de Salud Familiar Pantanosa;Frutillar
SAPU Angelmo;Puerto Montt
SAPU Antonio Varas;Puerto Montt
SAR Puerto Varas;Puerto Varas
SAPU Padre Hurtado;Puerto Montt
SAPU Alerce;Puerto Montt
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Osorno);Osorno
PRAIS (S.S Osorno);Osorno
Clinica Dental Movil Triple. Pat. BKYZ91 (Osorno);Osorno
Departamento de Atencion Integral Funcionarios;Osorno
Hospital Base San Jose de Osorno;Osorno
Hospital de Purranque;Purranque
Hospital de Rio Negro;Rio Negro
Hospital de Puerto Octay;Puerto Octay
Hospital Futa Sruka Lawenche Kunko Mapu Mo;San Juan de la Costa
Hospital Pu Mulen Quilacahuin;San Pablo
Clinica Alemana de Osorno;Osorno
